"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15 - 19세","사망률[십만명당]","명",".1",".3",".3",".2",".2",".3",".2",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","20 - 24세","사망자수[명]","명","3","0","2","6","6","3","1","0",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","20 - 24세","사망률[십만명당]","명",".2","",".1",".3",".3",".2",".1","",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","25 - 29세","사망자수[명]","명","6","4","0","2","2","2","1","1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","25 - 29세","사망률[십만명당]","명",".4",".2","",".1",".1",".1",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","30 - 34세","사망자수[명]","명","6","2","3","5","4","3","2","1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","30 - 34세","사망률[십만명당]","명",".3",".1",".2",".3",".2",".2",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","35 - 39세","사망자수[명]","명","7","3","4","2","2","4","3","5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","35 - 39세","사망률[십만명당]","명",".4",".1",".2",".1",".1",".2",".2",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","40 - 44세","사망자수[명]","명","6","7","4","7","4","8","7","5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","40 - 44세","사망률[십만명당]","명",".3",".3",".2",".3",".2",".4",".4",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","45 - 49세","사망자수[명]","명","6","6","14","11","10","8","7","7",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","45 - 49세","사망률[십만명당]","명",".3",".3",".6",".5",".4",".4",".3",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","50 - 54세","사망자수[명]","명","6","8","15","10","19","14","12","17",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","50 - 54세","사망률[십만명당]","명",".3",".4",".7",".5",".9",".6",".5",".8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","55 - 59세","사망자수[명]","명","18","21","25","17","15","14","19","23",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","55 - 59세","사망률[십만명당]","명",".9","1","1.2",".8",".7",".7",".9","1.1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","60 - 64세","사망자수[명]","명","27","21","28","27","29","32","30","29",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","60 - 64세","사망률[십만명당]","명","2","1.4","1.8","1.6","1.6","1.7","1.5","1.4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65 - 69세","사망자수[명]","명","34","22","27","28","26","38","31","34",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65 - 69세","사망률[십만명당]","명","3.4","2.1","2.5","2.5","2.2","3","2.2","2.3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","70 - 74세","사망자수[명]","명","41","28","26","47","32","33","41","42",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","70 - 74세","사망률[십만명당]","명","5.2","3.5","3.2","5.6","3.6","3.5","4.2","4.2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","75 - 79세","사망자수[명]","명","44","50","44","59","61","69","43","56",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","75 - 79세","사망률[십만명당]","명","8.1","8.7","7.1","8.9","9","10.1","6.2","8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","80세이상","사망자수[명]","명","103","101","102","144","133","134","158","144",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","80세이상","사망률[십만명당]","명","25.9","23","21.1","27.3","23","21.3","23.3","19.4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","80 - 84세","사망자수[명]","명","45","45","48","63","63","59","68","66",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","80 - 84세","사망률[십만명당]","명","16.8","15","14.6","17.7","16.3","14.3","15.5","13.8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","85 - 89세","사망자수[명]","명","34","32","41","46","50","42","62","51",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","85 - 89세","사망률[십만명당]","명","35","30.4","35.2","35.5","34.6","25.7","33.7","25.2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","90세이상","사망자수[명]","명","24","24","13","35","20","33","28","27",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","90세이상","사망률[십만명당]","명","71.4","67.9","34.2","84.3","43.4","64.8","50.3","44.5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15세 미만","사망자수[명]","명","13","4","10","8","11","12","5","7",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15세 미만","사망률[십만명당]","명",".4",".1",".3",".2",".3",".4",".2",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15 - 64세","사망자수[명]","명","87","77","99","90","94","92","84","92",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15 - 64세","사망률[십만명당]","명",".5",".4",".5",".5",".5",".5",".4",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65세 이상","사망자수[명]","명","222","201","199","278","252","274","273","276",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65세 이상","사망률[십만명당]","명","8.1","7","6.6","8.8","7.6","7.8","7.3","7",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","연령미상","사망률[십만명당]","명","","","","","","","","",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","계","사망자수[명]","명","402","421","469","497","476","502","486","507",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","계","사망률[십만명당]","명","1.6","1.6","1.8","1.9","1.9","2","1.9","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","0세","사망자수[명]","명","6","2","2","3","2","1","3","1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","0세","사망률[십만명당]","명","2.9","1","1.1","1.9","1.3",".7","2.4",".8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","1 - 4세","사망자수[명]","명","2","1","5","1","2","4","0","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","1 - 4세","사망률[십만명당]","명",".2",".1",".6",".1",".3",".6","",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","5 - 9세","사망자수[명]","명","2","4","1","2","2","4","0","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","5 - 9세","사망률[십만명당]","명",".2",".4",".1",".2",".2",".4","",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","10 - 14세","사망자수[명]","명","1","2","4","2","2","2","1","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","10 - 14세","사망률[십만명당]","명",".1",".2",".4",".2",".2",".2",".1",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 19세","사망자수[명]","명","3","4","4","4","4","2","1","3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 19세","사망률[십만명당]","명",".2",".3",".3",".3",".3",".2",".1",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","20 - 24세","사망자수[명]","명","3","3","3","0","1","4","2","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","20 - 24세","사망률[십만명당]","명",".2",".2",".2","",".1",".3",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","25 - 29세","사망자수[명]","명","1","3","4","4","3","3","5","1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","25 - 29세","사망률[십만명당]","명",".1",".2",".3",".3",".2",".2",".3",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","30 - 34세","사망자수[명]","명","2","4","2","7","1","4","2","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","30 - 34세","사망률[십만명당]","명",".1",".2",".1",".4",".1",".3",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","35 - 39세","사망자수[명]","명","7","4","3","5","2","6","1","8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","35 - 39세","사망률[십만명당]","명",".4",".2",".2",".3",".1",".3",".1",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","40 - 44세","사망자수[명]","명","9","10","7","3","0","8","7","3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","40 - 44세","사망률[십만명당]","명",".4",".5",".3",".2","",".4",".4",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","45 - 49세","사망자수[명]","명","10","6","5","4","7","7","11","11",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","45 - 49세","사망률[십만명당]","명",".5",".3",".2",".2",".3",".3",".5",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","50 - 54세","사망자수[명]","명","7","5","6","12","9","13","12","10",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","50 - 54세","사망률[십만명당]","명",".3",".2",".3",".6",".4",".6",".5",".4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","55 - 59세","사망자수[명]","명","14","13","14","13","19","10","8","17",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","55 - 59세","사망률[십만명당]","명",".7",".6",".7",".6",".9",".5",".4",".8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","60 - 64세","사망자수[명]","명","11","21","19","19","18","18","19","19",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","60 - 64세","사망률[십만명당]","명",".8","1.4","1.2","1.1","1",".9",".9",".9",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65 - 69세","사망자수[명]","명","22","11","17","22","19","20","31","24",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65 - 69세","사망률[십만명당]","명","2","1","1.4","1.8","1.5","1.5","2.1","1.5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","70 - 74세","사망자수[명]","명","29","35","34","22","28","28","26","45",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","70 - 74세","사망률[십만명당]","명","2.9","3.6","3.5","2.2","2.7","2.6","2.4","3.9",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","75 - 79세","사망자수[명]","명","47","51","61","71","62","60","45","57",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","75 - 79세","사망률[십만명당]","명","5.8","6.1","6.9","7.7","6.7","6.5","4.9","6.3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80세이상","사망자수[명]","명","226","241","278","302","295","308","312","298",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80세이상","사망률[십만명당]","명","24.7","24.5","26.5","27","24.7","24.3","23.2","20.8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80 - 84세","사망자수[명]","명","76","80","85","105","87","101","83","91",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80 - 84세","사망률[십만명당]","명","14.4","14.2","14.2","16.6","13","14.5","11.5","11.8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","85 - 89세","사망자수[명]","명","80","94","110","107","108","120","104","107",
